year,name,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11,p12,v12,p13,v13,p14,v14,p15,v15,p16,v16,p17,v17,p18,v18,p19,v19,p20,v20,p21,v21,p22,v22
87,事故傷害,臺東縣,0.000632159,花蓮縣,0.00061974,澎湖縣,0.000491823,苗栗縣,0.000448328,嘉義縣,0.00044544,屏東縣,0.0004393,雲林縣,0.000436585,南投縣,0.000417679,新竹縣,0.000398145,宜蘭縣,0.000384428,彰化縣,0.000331165,臺南市,0.000299654,基隆市,0.000266933,金門縣,0.000254602,高雄市,0.00024132,臺中市,0.000225123,新竹市,0.000218952,桃園縣,0.000208361,嘉義市,0.000178673,新北市,0.000147993,臺北市,0.000115154,,
88,事故傷害,南投縣,0.00070345,臺東縣,0.00068071,花蓮縣,0.000559482,雲林縣,0.000514579,苗栗縣,0.000466235,屏東縣,0.000462039,澎湖縣,0.000449373,新竹縣,0.000444939,嘉義縣,0.000442539,宜蘭縣,0.000432254,金門縣,0.000367285,彰化縣,0.000335468,臺南市,0.000306259,基隆市,0.000303738,臺中市,0.00029356,高雄市,0.000224328,嘉義市,0.000211234,新竹市,0.000207206,桃園縣,0.000199847,新北市,0.000142413,臺北市,0.000120016,,
89,事故傷害,臺東縣,0.000684842,花蓮縣,0.000514662,苗栗縣,0.000460959,雲林縣,0.000449306,澎湖縣,0.000446947,嘉義縣,0.00043215,宜蘭縣,0.000432085,屏東縣,0.000404814,南投縣,0.000398865,新竹縣,0.00038889,彰化縣,0.000334216,基隆市,0.000314089,臺南市,0.000302333,金門縣,0.000241492,高雄市,0.000223464,臺中市,0.000220723,桃園縣,0.000199121,新竹市,0.000187277,嘉義市,0.000184084,連江縣,0.000148522,新北市,0.000138776,臺北市,0.000113358
90,事故傷害,花蓮縣,0.000622984,臺東縣,0.000513111,連江縣,0.000451926,雲林縣,0.000445155,澎湖縣,0.00043352,屏東縣,0.000424472,嘉義縣,0.000413586,宜蘭縣,0.000407901,苗栗縣,0.00039776,南投縣,0.000382047,新竹縣,0.000371947,金門縣,0.000351136,彰化縣,0.000299849,臺南市,0.000276479,基隆市,0.00026345,高雄市,0.000229185,臺中市,0.000193888,新竹市,0.000190198,桃園縣,0.000179811,嘉義市,0.00017978,新北市,0.000126584,臺北市,9.80E-05
91,事故傷害,臺東縣,0.000610743,花蓮縣,0.00051114,連江縣,0.000456465,雲林縣,0.000450998,嘉義縣,0.000412522,澎湖縣,0.000400234,宜蘭縣,0.000380042,屏東縣,0.000371892,南投縣,0.000358402,苗栗縣,0.000354872,新竹縣,0.000331361,金門縣,0.000305432,彰化縣,0.000292513,臺南市,0.000260166,基隆市,0.00022736,臺中市,0.000196532,高雄市,0.000193955,桃園縣,0.000171817,嘉義市,0.000164851,新竹市,0.000155756,新北市,0.000119183,臺北市,0.000101444
92,事故傷害,連江縣,0.000794913,臺東縣,0.000584742,花蓮縣,0.000484129,嘉義縣,0.000405061,雲林縣,0.00040243,屏東縣,0.000397224,苗栗縣,0.000361916,澎湖縣,0.000357712,宜蘭縣,0.000353994,南投縣,0.000333088,金門縣,0.00032796,新竹縣,0.000324416,彰化縣,0.000268147,臺南市,0.000252631,基隆市,0.000232,臺中市,0.000201205,高雄市,0.00019113,桃園縣,0.000171233,嘉義市,0.000159499,新竹市,0.000154088,新北市,0.000112062,臺北市,0.000102051
93,事故傷害,花蓮縣,0.000524132,臺東縣,0.000499224,連江縣,0.000427396,雲林縣,0.000413968,屏東縣,0.000396579,嘉義縣,0.000384268,澎湖縣,0.000370338,宜蘭縣,0.000359085,苗栗縣,0.000356733,南投縣,0.000351032,新竹縣,0.000328153,金門縣,0.00029942,彰化縣,0.000278714,基隆市,0.000265078,臺南市,0.00026067,臺中市,0.000196992,高雄市,0.000195522,嘉義市,0.000159058,桃園縣,0.000158119,新竹市,0.000152474,新北市,0.000110299,臺北市,9.76E-05
94,事故傷害,連江縣,0.000676655,花蓮縣,0.000551548,臺東縣,0.000548248,雲林縣,0.000428184,嘉義縣,0.00039741,苗栗縣,0.000376823,屏東縣,0.000375153,金門縣,0.000355801,宜蘭縣,0.000333632,新竹縣,0.000316776,澎湖縣,0.000313551,南投縣,0.000313335,彰化縣,0.000283472,臺南市,0.000265175,基隆市,0.00025528,高雄市,0.00019321,臺中市,0.000178862,新竹市,0.00017405,桃園縣,0.000154229,嘉義市,0.000150901,新北市,0.00010785,臺北市,9.02E-05
95,事故傷害,臺東縣,0.000495853,花蓮縣,0.000474945,雲林縣,0.000411811,連江縣,0.000408747,宜蘭縣,0.000377911,苗栗縣,0.000366081,嘉義縣,0.000343059,屏東縣,0.000341337,澎湖縣,0.000315956,南投縣,0.000298951,新竹縣,0.000291766,彰化縣,0.000287445,臺南市,0.000253385,基隆市,0.000245755,金門縣,0.000235322,高雄市,0.000189118,臺中市,0.00018169,新竹市,0.000162125,桃園縣,0.000159589,嘉義市,0.000135848,新北市,0.000108866,臺北市,8.28E-05
96,事故傷害,連江縣,0.000603258,臺東縣,0.000500728,花蓮縣,0.000419456,雲林縣,0.000391361,屏東縣,0.000354106,嘉義縣,0.000337357,宜蘭縣,0.000330149,苗栗縣,0.000314194,南投縣,0.00029229,彰化縣,0.000263448,新竹縣,0.000248073,金門縣,0.000245257,澎湖縣,0.000238121,臺南市,0.000224057,基隆市,0.000179305,高雄市,0.000175841,臺中市,0.000174544,桃園縣,0.000143229,新竹市,0.000142845,嘉義市,0.00010986,新北市,0.000101632,臺北市,8.33E-05
97,事故傷害,臺東縣,0.000517578,雲林縣,0.000392442,花蓮縣,0.000383677,嘉義縣,0.000362655,屏東縣,0.000337166,澎湖縣,0.000332233,宜蘭縣,0.000331958,苗栗縣,0.000322985,南投縣,0.000321578,連江縣,0.000307535,新竹縣,0.000298049,彰化縣,0.000265055,金門縣,0.000251286,臺南市,0.000237052,基隆市,0.000221092,臺中市,0.000177654,高雄市,0.000166483,嘉義市,0.000146096,新竹市,0.000145546,桃園縣,0.000134784,新北市,0.000100685,臺北市,9.11E-05
98,事故傷害,臺東縣,0.000451619,花蓮縣,0.000413533,嘉義縣,0.000374966,雲林縣,0.000354181,宜蘭縣,0.000329272,屏東縣,0.000324028,金門縣,0.000319819,苗栗縣,0.00031153,南投縣,0.000293883,澎湖縣,0.00029103,新竹縣,0.000246632,彰化縣,0.000246101,臺南市,0.000238882,基隆市,0.000216316,高雄市,0.000199214,臺中市,0.000176799,嘉義市,0.000138757,新竹市,0.000136059,桃園縣,0.000127351,新北市,0.000103262,連江縣,0.000100817,臺北市,8.52E-05
99,事故傷害,臺東縣,0.000489871,花蓮縣,0.000407314,嘉義縣,0.000342385,雲林縣,0.000326518,宜蘭縣,0.000323571,苗栗縣,0.000322657,澎湖縣,0.000319858,屏東縣,0.000314822,連江縣,0.000301689,南投縣,0.000288704,新竹縣,0.000276795,金門縣,0.000259433,彰化縣,0.000239611,臺南市,0.000228414,基隆市,0.000203584,臺中市,0.000171045,高雄市,0.00016802,嘉義市,0.000161533,桃園縣,0.000134362,新竹市,0.000127605,新北市,9.68E-05,臺北市,8.36E-05
100,事故傷害,臺東縣,0.000516886,花蓮縣,0.000397817,苗栗縣,0.000346969,雲林縣,0.000337745,南投縣,0.000317517,嘉義縣,0.000316608,屏東縣,0.00031267,宜蘭縣,0.000309327,澎湖縣,0.000270391,金門縣,0.000250282,新竹縣,0.00024969,彰化縣,0.000230998,臺南市,0.000221102,連江縣,0.000197902,基隆市,0.00018951,臺中市,0.000174965,高雄市,0.000165136,新竹市,0.000147601,嘉義市,0.00013995,桃園縣,0.00011722,新北市,0.000103155,臺北市,8.41E-05
101,事故傷害,臺東縣,0.000411046,花蓮縣,0.00040574,連江縣,0.000353669,嘉義縣,0.000348495,苗栗縣,0.000343986,雲林縣,0.000327712,屏東縣,0.000314524,宜蘭縣,0.000307461,南投縣,0.000303732,新竹縣,0.000259545,彰化縣,0.000251564,基隆市,0.000236606,澎湖縣,0.000232692,臺南市,0.00022374,金門縣,0.000185658,高雄市,0.000173105,臺中市,0.000162078,嘉義市,0.000129047,新竹市,0.000127038,桃園縣,0.00012068,新北市,0.000101795,臺北市,8.64E-05
80,心臟性疾病,澎湖縣,0.000513379,臺東縣,0.000457233,嘉義縣,0.000424382,花蓮縣,0.000401709,宜蘭縣,0.000387866,屏東縣,0.000383853,苗栗縣,0.000382929,雲林縣,0.000363535,新竹縣,0.000353149,南投縣,0.000344948,臺南市,0.000316448,彰化縣,0.000299227,基隆市,0.000286602,高雄市,0.00021079,臺中市,0.000208148,桃園縣,0.000159548,新北市,0.000123943,臺北市,0.000102687,嘉義市,9.29E-05,新竹市,8.82E-05,,,,
81,心臟性疾病,臺東縣,0.000497333,澎湖縣,0.000462744,花蓮縣,0.000444308,嘉義縣,0.000427611,苗栗縣,0.000406462,屏東縣,0.000401557,新竹縣,0.000391528,南投縣,0.000370578,宜蘭縣,0.000365541,雲林縣,0.000359492,彰化縣,0.00031172,臺南市,0.000290015,基隆市,0.000269833,臺中市,0.000222016,高雄市,0.000220177,嘉義市,0.000173948,桃園縣,0.000171665,新竹市,0.000165311,新北市,0.000130915,臺北市,9.94E-05,,,,
82,心臟性疾病,澎湖縣,0.000514231,臺東縣,0.000442208,花蓮縣,0.000401163,屏東縣,0.00039937,嘉義縣,0.000394388,新竹縣,0.000386739,苗栗縣,0.00037757,雲林縣,0.000354613,宜蘭縣,0.000345939,南投縣,0.000325601,彰化縣,0.000319553,臺南市,0.00030236,基隆市,0.000283718,臺中市,0.000204444,高雄市,0.000202555,嘉義市,0.000181749,桃園縣,0.000163653,新竹市,0.000155011,新北市,0.000133121,臺北市,0.000101385,,,,
83,心臟性疾病,澎湖縣,0.000518107,臺東縣,0.000469025,金門縣,0.000451458,苗栗縣,0.000397713,嘉義縣,0.000394049,花蓮縣,0.000393583,宜蘭縣,0.000384151,雲林縣,0.000370129,新竹縣,0.000366412,屏東縣,0.000344293,南投縣,0.000329615,臺南市,0.00027596,彰化縣,0.000275502,基隆市,0.000233825,高雄市,0.000191842,臺中市,0.000177167,嘉義市,0.000172832,桃園縣,0.000160382,新竹市,0.00015674,新北市,0.000135552,臺北市,0.000104387,,
84,心臟性疾病,連江縣,0.00068306,金門縣,0.000646635,澎湖縣,0.000472855,嘉義縣,0.000411803,臺東縣,0.000410459,花蓮縣,0.000373279,苗栗縣,0.000369558,屏東縣,0.000363001,宜蘭縣,0.000335453,新竹縣,0.000320625,雲林縣,0.000306367,南投縣,0.000305571,臺南市,0.00027116,基隆市,0.000263036,彰化縣,0.000260003,高雄市,0.0001855,臺中市,0.000179889,嘉義市,0.000160679,桃園縣,0.000149692,新竹市,0.000135193,新北市,0.000127057,臺北市,0.000104829
85,心臟性疾病,金門縣,0.000788509,澎湖縣,0.000466216,臺東縣,0.000437299,嘉義縣,0.000399505,苗栗縣,0.000389217,花蓮縣,0.000368037,屏東縣,0.00036041,新竹縣,0.000357547,宜蘭縣,0.000335397,雲林縣,0.0003296,南投縣,0.000320708,基隆市,0.00028939,彰化縣,0.000278534,臺南市,0.00025612,臺中市,0.00019403,高雄市,0.000176398,嘉義市,0.000167389,新竹市,0.0001532,桃園縣,0.000136903,新北市,0.000129646,臺北市,0.000106319,,
86,心臟性疾病,金門縣,0.000626468,臺東縣,0.000422922,澎湖縣,0.00040584,苗栗縣,0.000369416,嘉義縣,0.000361747,花蓮縣,0.000360258,連江縣,0.000356337,南投縣,0.000342048,屏東縣,0.000339256,新竹縣,0.000331973,宜蘭縣,0.000323616,雲林縣,0.000303227,彰化縣,0.000269907,基隆市,0.000266231,臺南市,0.000255369,高雄市,0.000186986,臺中市,0.000183852,新竹市,0.000150654,嘉義市,0.000129365,桃園縣,0.000128295,臺北市,0.000111988,新北市,0.000111678
87,心臟性疾病,金門縣,0.000783392,花蓮縣,0.000423442,臺東縣,0.000388098,屏東縣,0.000359128,嘉義縣,0.000355291,雲林縣,0.000348467,新竹縣,0.000339594,苗栗縣,0.000335799,南投縣,0.000327915,澎湖縣,0.000312979,宜蘭縣,0.000311408,連江縣,0.000300526,彰化縣,0.000281989,基隆市,0.000264316,臺南市,0.000256846,高雄市,0.000182942,臺中市,0.000168108,嘉義市,0.000159665,新竹市,0.000134739,桃園縣,0.000132648,新北市,0.000120533,臺北市,0.000104169
88,心臟性疾病,金門縣,0.000773231,連江縣,0.000457317,花蓮縣,0.000430155,臺東縣,0.000405185,嘉義縣,0.00037678,苗栗縣,0.000360841,屏東縣,0.000353129,宜蘭縣,0.000346234,雲林縣,0.000343053,澎湖縣,0.000337029,南投縣,0.000318578,基隆市,0.000280373,新竹縣,0.000274341,彰化縣,0.0002696,臺南市,0.00025931,高雄市,0.000185154,臺中市,0.000162263,嘉義市,0.000143337,新竹市,0.0001409,桃園縣,0.000127122,新北市,0.000124184,臺北市,0.000106008
89,心臟性疾病,嘉義縣,0.000409031,臺東縣,0.000403568,花蓮縣,0.000393066,澎湖縣,0.000391079,雲林縣,0.000363212,金門縣,0.00035295,苗栗縣,0.000350186,屏東縣,0.000336426,宜蘭縣,0.000311703,新竹縣,0.000309293,連江縣,0.000297044,南投縣,0.000295455,彰化縣,0.0002602,基隆市,0.00025745,臺南市,0.000242627,高雄市,0.00017723,臺中市,0.000165441,新竹市,0.00014385,嘉義市,0.000142759,桃園縣,0.000122935,新北市,0.000117469,臺北市,9.94E-05
90,心臟性疾病,金門縣,0.000526704,花蓮縣,0.000458743,臺東縣,0.000402279,嘉義縣,0.000381635,澎湖縣,0.000368492,屏東縣,0.000359592,雲林縣,0.000346978,苗栗縣,0.000326413,宜蘭縣,0.000296265,南投縣,0.000293456,新竹縣,0.000291284,基隆市,0.000273681,臺南市,0.000258083,彰化縣,0.000255709,高雄市,0.000176099,臺中市,0.000170155,嘉義市,0.000149817,新竹市,0.000144657,新北市,0.000124091,桃園縣,0.000119685,連江縣,0.000112982,臺北市,0.000107829
91,心臟性疾病,連江縣,0.000684697,澎湖縣,0.000551673,金門縣,0.000475116,臺東縣,0.000450884,花蓮縣,0.000394714,雲林縣,0.000376954,嘉義縣,0.000371626,屏東縣,0.000368581,苗栗縣,0.000354872,宜蘭縣,0.00035197,南投縣,0.000317758,新竹縣,0.000296015,基隆市,0.00029378,彰化縣,0.000262882,臺南市,0.000249371,高雄市,0.000181924,臺中市,0.000161053,新竹市,0.000134637,嘉義市,0.000131132,新北市,0.000122479,桃園縣,0.000117706,臺北市,0.000106365
92,心臟性疾病,金門縣,0.000459144,花蓮縣,0.000432868,臺東縣,0.000424144,澎湖縣,0.00042275,嘉義縣,0.000385432,雲林縣,0.000372721,屏東縣,0.000368456,苗栗縣,0.000361916,宜蘭縣,0.000332409,基隆市,0.000316131,南投縣,0.000292378,新竹縣,0.000291757,彰化縣,0.000284099,臺南市,0.000263404,連江縣,0.000227118,高雄市,0.000175476,臺中市,0.000158908,新竹市,0.00014103,嘉義市,0.000137243,新北市,0.000120766,桃園縣,0.000117997,臺北市,0.000111951
93,心臟性疾病,澎湖縣,0.000577292,臺東縣,0.000490904,花蓮縣,0.000486898,金門縣,0.00045701,連江縣,0.000427396,雲林縣,0.00040311,屏東縣,0.000379916,嘉義縣,0.000368107,苗栗縣,0.000346031,宜蘭縣,0.000339617,南投縣,0.000319457,基隆市,0.00030586,彰化縣,0.000292384,新竹縣,0.000280968,臺南市,0.000269269,高雄市,0.000176624,臺中市,0.000167168,嘉義市,0.000162757,新竹市,0.00014989,新北市,0.000129177,桃園縣,0.000119804,臺北市,0.000110201
94,心臟性疾病,澎湖縣,0.000508169,花蓮縣,0.000505345,臺東縣,0.000456176,金門縣,0.000441193,嘉義縣,0.000433375,連江縣,0.00038666,雲林縣,0.000384547,屏東縣,0.000380719,苗栗縣,0.000378609,宜蘭縣,0.00035313,基隆市,0.000339522,新竹縣,0.000335657,南投縣,0.000317065,彰化縣,0.000294112,臺南市,0.000266786,高雄市,0.000182314,臺中市,0.000173407,新竹市,0.000140776,嘉義市,0.00013986,新北市,0.00012471,桃園縣,0.000115406,臺北市,0.000108547
95,心臟性疾病,澎湖縣,0.000577436,臺東縣,0.000525519,花蓮縣,0.000524177,金門縣,0.000470644,雲林縣,0.000428283,嘉義縣,0.000427921,屏東縣,0.000384984,宜蘭縣,0.000345332,苗栗縣,0.000344651,南投縣,0.000341925,新竹縣,0.000304094,基隆市,0.000299514,彰化縣,0.000288966,臺南市,0.000267848,連江縣,0.000204374,高雄市,0.000188756,嘉義市,0.00016522,臺中市,0.000156176,新竹市,0.000154525,桃園縣,0.000115637,新北市,0.000113646,臺北市,0.000111692
96,心臟性疾病,花蓮縣,0.000477714,臺東縣,0.00046649,嘉義縣,0.000435299,金門縣,0.0004292,澎湖縣,0.000422124,雲林縣,0.000412032,屏東縣,0.000405817,宜蘭縣,0.00038445,南投縣,0.000357868,基隆市,0.000322748,苗栗縣,0.00031955,新竹縣,0.000312613,彰化縣,0.000277153,臺南市,0.000257746,高雄市,0.000181268,臺中市,0.000163036,新竹市,0.000152869,嘉義市,0.000150142,新北市,0.000125329,桃園縣,0.000118926,臺北市,0.000109156,連江縣,0.000100543
97,心臟性疾病,臺東縣,0.000608154,澎湖縣,0.000503708,花蓮縣,0.000486186,嘉義縣,0.000444662,雲林縣,0.000438043,屏東縣,0.000424286,苗栗縣,0.000406854,宜蘭縣,0.000403557,金門縣,0.000370947,南投縣,0.00036107,基隆市,0.000331637,新竹縣,0.000325867,彰化縣,0.000310754,連江縣,0.000307535,臺南市,0.000280832,高雄市,0.000204402,臺中市,0.000200528,嘉義市,0.000175315,新竹市,0.00015788,新北市,0.000134073,桃園縣,0.000133253,臺北市,0.00011857
98,心臟性疾病,臺東縣,0.000593556,澎湖縣,0.000478121,嘉義縣,0.000471909,金門縣,0.000469068,花蓮縣,0.000460459,屏東縣,0.000445255,雲林縣,0.000442726,連江縣,0.000403266,苗栗縣,0.000377396,新竹縣,0.000356247,基隆市,0.000347651,宜蘭縣,0.000344435,南投縣,0.000337212,彰化縣,0.000315437,臺南市,0.000268209,高雄市,0.000194162,臺中市,0.000180214,新竹市,0.000179792,嘉義市,0.00017162,桃園縣,0.000138469,新北市,0.000129077,臺北市,0.000115484
99,心臟性疾病,連江縣,0.000804505,臺東縣,0.000576574,金門縣,0.000518866,澎湖縣,0.0005159,花蓮縣,0.000484054,嘉義縣,0.000467558,雲林縣,0.000432566,屏東縣,0.000422434,苗栗縣,0.000386831,宜蘭縣,0.000373518,南投縣,0.000372276,新竹縣,0.000364512,基隆市,0.000334087,彰化縣,0.000316929,臺南市,0.000268973,高雄市,0.000202994,臺中市,0.00019219,新竹市,0.000182981,嘉義市,0.000168876,桃園縣,0.000143352,新北市,0.000118315,臺北市,0.000114939
100,心臟性疾病,臺東縣,0.00066582,澎湖縣,0.000571981,嘉義縣,0.000478636,花蓮縣,0.000466099,雲林縣,0.00044986,屏東縣,0.000445845,南投縣,0.000409329,宜蘭縣,0.000402997,連江縣,0.000395804,金門縣,0.000394675,苗栗縣,0.000387893,新竹縣,0.000358082,基隆市,0.000339539,彰化縣,0.000319254,臺南市,0.000268519,高雄市,0.000205879,臺中市,0.000192236,嘉義市,0.000162047,新竹市,0.000161885,桃園縣,0.000144538,新北市,0.000129454,臺北市,0.000110903
101,心臟性疾病,臺東縣,0.000640878,澎湖縣,0.000607023,花蓮縣,0.000477341,嘉義縣,0.000474029,雲林縣,0.000469767,屏東縣,0.000440333,苗栗縣,0.000420231,南投縣,0.000388315,宜蘭縣,0.0003816,新竹縣,0.000343516,彰化縣,0.000339265,金門縣,0.000335953,基隆市,0.000332312,臺南市,0.00027848,高雄市,0.000207294,臺中市,0.000194866,新竹市,0.000162326,嘉義市,0.00016223,桃園縣,0.000146786,新北市,0.000132257,臺北市,0.000113346,連江縣,8.84E-05
80,糖尿病,澎湖縣,0.00029336,雲林縣,0.000175134,新竹縣,0.000173939,嘉義縣,0.000169753,花蓮縣,0.000169736,臺東縣,0.000164135,基隆市,0.00016016,苗栗縣,0.000152446,臺南市,0.00015069,屏東縣,0.000147292,南投縣,0.000144656,彰化縣,0.000137246,宜蘭縣,0.000132227,高雄市,0.000117457,臺中市,0.000114991,桃園縣,9.02E-05,嘉義市,7.74E-05,新北市,7.50E-05,臺北市,6.55E-05,新竹市,5.17E-05,,,,
81,糖尿病,花蓮縣,0.000239027,苗栗縣,0.000218586,新竹縣,0.000199654,宜蘭縣,0.000190432,屏東縣,0.000185249,臺東縣,0.000180136,澎湖縣,0.000178787,南投縣,0.000169618,雲林縣,0.000165817,彰化縣,0.000161398,基隆市,0.000158561,嘉義縣,0.000158108,臺南市,0.000145869,臺中市,0.000125446,新竹市,0.00011722,高雄市,0.000112048,桃園縣,9.47E-05,嘉義市,8.12E-05,新北市,7.81E-05,臺北市,6.68E-05,,,,
82,糖尿病,屏東縣,0.000229472,臺東縣,0.000223061,澎湖縣,0.000220385,苗栗縣,0.000210361,嘉義縣,0.000207853,花蓮縣,0.000201984,新竹縣,0.000201002,基隆市,0.000192818,宜蘭縣,0.000188104,南投縣,0.000182116,彰化縣,0.000171946,臺南市,0.000165957,雲林縣,0.000162752,臺中市,0.000127835,新竹市,0.00012222,高雄市,0.000118967,桃園縣,9.53E-05,嘉義市,9.28E-05,新北市,8.04E-05,臺北市,7.31E-05,,,,
83,糖尿病,澎湖縣,0.000334611,花蓮縣,0.000240058,嘉義縣,0.000232525,屏東縣,0.000229895,臺東縣,0.0002286,宜蘭縣,0.000226606,基隆市,0.000225572,雲林縣,0.000218894,苗栗縣,0.000200648,新竹縣,0.000189437,連江縣,0.000179662,臺南市,0.000177766,彰化縣,0.000177164,南投縣,0.000175795,金門縣,0.000171984,臺中市,0.000138751,高雄市,0.000137525,嘉義市,0.000103699,新竹市,0.00010055,桃園縣,0.000100407,新北市,8.65E-05,臺北市,7.01E-05
84,糖尿病,澎湖縣,0.000340895,雲林縣,0.000302388,花蓮縣,0.00025071,臺東縣,0.000248643,嘉義縣,0.000247436,屏東縣,0.000242366,新竹縣,0.000232514,苗栗縣,0.000214237,彰化縣,0.000214211,宜蘭縣,0.000210733,基隆市,0.000208802,臺南市,0.000199037,南投縣,0.000188466,高雄市,0.000153057,臺中市,0.000143113,嘉義市,0.000133899,新竹市,0.000123437,桃園縣,0.000121461,新北市,8.68E-05,臺北市,7.63E-05,金門縣,4.31E-05,,
85,糖尿病,澎湖縣,0.000388513,連江縣,0.000329979,臺東縣,0.000295472,雲林縣,0.000293716,花蓮縣,0.000278816,屏東縣,0.000251958,新竹縣,0.00023917,臺南市,0.000221118,嘉義縣,0.000220965,苗栗縣,0.000196394,宜蘭縣,0.000195648,彰化縣,0.0001942,南投縣,0.000185095,基隆市,0.000184888,金門縣,0.000170488,高雄市,0.000159743,臺中市,0.000135865,桃園縣,0.000127352,新竹市,0.000127185,嘉義市,0.000110325,新北市,9.03E-05,臺北市,7.79E-05
86,糖尿病,花蓮縣,0.000329538,臺東縣,0.00029644,澎湖縣,0.000285185,屏東縣,0.000256084,雲林縣,0.000246039,連江縣,0.000237558,苗栗縣,0.000232,新竹縣,0.000227639,金門縣,0.000215348,嘉義縣,0.00020999,臺南市,0.000208487,宜蘭縣,0.000201456,南投縣,0.000197546,彰化縣,0.000186621,基隆市,0.000171337,高雄市,0.00015845,新竹市,0.000142126,臺中市,0.000131931,桃園縣,0.000126435,嘉義市,0.000114146,新北市,0.000103785,臺北市,8.08E-05
87,糖尿病,花蓮縣,0.000325294,澎湖縣,0.000301801,臺東縣,0.000284072,雲林縣,0.000257679,嘉義縣,0.000243931,屏東縣,0.000241615,苗栗縣,0.000241133,南投縣,0.000239982,新竹縣,0.000238887,基隆市,0.000227678,金門縣,0.000195848,臺南市,0.000192635,宜蘭縣,0.00019114,彰化縣,0.000182102,高雄市,0.000164722,臺中市,0.000135409,嘉義市,0.000129253,新竹市,0.000120704,桃園縣,0.000118717,新北市,9.89E-05,臺北市,7.08E-05,,
88,糖尿病,連江縣,0.000762195,澎湖縣,0.000438138,金門縣,0.000347954,花蓮縣,0.000328942,屏東縣,0.000327827,臺東縣,0.000303889,嘉義縣,0.000287917,雲林縣,0.000284091,苗栗縣,0.000251874,基隆市,0.000246624,南投縣,0.000243077,新竹縣,0.000235149,宜蘭縣,0.000227955,臺南市,0.000216183,彰化縣,0.000210625,高雄市,0.000159284,臺中市,0.000141206,嘉義市,0.000139565,桃園縣,0.000123574,新竹市,0.000121561,新北市,9.57E-05,臺北市,8.06E-05
89,糖尿病,澎湖縣,0.000368732,雲林縣,0.000326891,嘉義縣,0.000320111,臺東縣,0.000317962,花蓮縣,0.000305404,屏東縣,0.000298922,金門縣,0.000260068,新竹縣,0.000252437,苗栗縣,0.000250133,南投縣,0.000245597,基隆市,0.000239428,彰化縣,0.000224337,宜蘭縣,0.000212818,臺南市,0.000209516,高雄市,0.000169525,連江縣,0.000148522,臺中市,0.000146742,新竹市,0.000135708,嘉義市,0.000123975,桃園縣,0.00012005,新北市,9.28E-05,臺北市,8.80E-05
90,糖尿病,連江縣,0.000564908,澎湖縣,0.00037933,花蓮縣,0.00037379,臺東縣,0.000340706,雲林縣,0.000324116,屏東縣,0.000311207,嘉義縣,0.000291108,新竹縣,0.000264396,苗栗縣,0.000263984,南投縣,0.000239933,宜蘭縣,0.000234007,基隆市,0.000222526,臺南市,0.00021534,彰化縣,0.00021233,金門縣,0.000193125,高雄市,0.000160356,臺中市,0.000136768,新竹市,0.000120548,嘉義市,0.000116108,桃園縣,0.000112311,新北市,9.94E-05,臺北市,8.54E-05
91,糖尿病,澎湖縣,0.000356965,花蓮縣,0.00034076,臺東縣,0.000323817,嘉義縣,0.000321838,屏東縣,0.000315611,雲林縣,0.000294832,苗栗縣,0.000271058,南投縣,0.000267878,基隆市,0.00025546,金門縣,0.000254526,新竹縣,0.000249625,宜蘭縣,0.000218092,臺南市,0.00020565,彰化縣,0.000196782,高雄市,0.000162237,臺中市,0.000137931,連江縣,0.000114116,新竹市,0.000108237,桃園縣,0.000102086,新北市,9.67E-05,嘉義市,9.37E-05,臺北市,8.52E-05
92,糖尿病,澎湖縣,0.000379391,花蓮縣,0.000373064,臺東縣,0.000358258,雲林縣,0.000337609,屏東縣,0.000318664,嘉義縣,0.000306918,苗栗縣,0.00028882,南投縣,0.000283125,基隆市,0.000257494,宜蘭縣,0.000250386,新竹縣,0.000248211,金門縣,0.00024597,臺南市,0.000221928,彰化縣,0.000199021,高雄市,0.000168559,臺中市,0.000153769,嘉義市,0.000126116,新竹市,0.000120137,桃園縣,0.000116351,連江縣,0.000113559,新北市,0.00010771,臺北市,8.57E-05
93,糖尿病,澎湖縣,0.000457476,花蓮縣,0.000366606,臺東縣,0.000349457,屏東縣,0.000329927,雲林縣,0.000321673,嘉義縣,0.000294486,苗栗縣,0.000260415,南投縣,0.000260023,基隆市,0.000244688,新竹縣,0.000240217,宜蘭縣,0.000229295,金門縣,0.000220625,連江縣,0.000213698,彰化縣,0.000202011,臺南市,0.000198862,高雄市,0.000162087,臺中市,0.000150294,嘉義市,0.000129466,桃園縣,0.000108471,新北市,9.57E-05,新竹市,9.56E-05,臺北市,8.66E-05
94,糖尿病,澎湖縣,0.000486544,連江縣,0.00038666,臺東縣,0.000364104,花蓮縣,0.000358073,屏東縣,0.000354002,雲林縣,0.000340911,嘉義縣,0.00032548,苗栗縣,0.000301816,南投縣,0.000274168,新竹縣,0.000258036,金門縣,0.000241945,臺南市,0.000235652,彰化縣,0.000234074,基隆市,0.000227199,宜蘭縣,0.00022531,高雄市,0.00017614,臺中市,0.000164834,嘉義市,0.000132499,新竹市,0.000125418,桃園縣,0.000118597,新北市,9.23E-05,臺北市,8.94E-05
